detailLink,name,peopleNumber,positionInfo,publishTime,workLocation
http://hr.tencent.com/position_detail.php?id=32355&keywords=&tid=0&lid=0,SHR-HRBP（深圳）,1,职能类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=32271&keywords=&tid=0&lid=0,WXG08-122 微信搜索自然语言处理高级工程师(北京),3,技术类,2017-08-26,北京
http://hr.tencent.com/position_detail.php?id=32081&keywords=&tid=0&lid=0,18425-产品运营经理,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=32343&keywords=&tid=0&lid=0,22989-腾讯云高级运营经理（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=32347&keywords=&tid=0&lid=0,TEG03-分布式平台高级研发工程师（深圳）,1,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=32143&keywords=&tid=0&lid=0,17520-自研游戏制作人（深圳）,2,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=32005&keywords=&tid=0&lid=0,WXG08-121 微信推荐机器学习算法工程师（广州）,3,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=31968&keywords=&tid=0&lid=0,WXG08-122 微信搜索自然语言处理高级工程师(广州),3,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=31232&keywords=&tid=0&lid=0,15665-手游市场与社区运营（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=31606&keywords=&tid=0&lid=0,WXG07-113 微信广州研发部后台开发工程师（广州）,2,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=31389&keywords=&tid=0&lid=0,TEG11-分布式机器学习平台开发工程师(深圳),2,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=31207&keywords=&tid=0&lid=0,23671-机构运营产品经理（北京）,1,产品/项目类,2017-08-26,北京
http://hr.tencent.com/position_detail.php?id=31227&keywords=&tid=0&lid=0,23295-商务拓展经理（深圳）,1,市场类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30815&keywords=&tid=0&lid=0,22990-腾讯云品牌经理招聘（深圳）,2,市场类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30889&keywords=&tid=0&lid=0,MIG06-AI语义产品经理（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30658&keywords=&tid=0&lid=0,19116-互联网+医疗高级产品经理（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30659&keywords=&tid=0&lid=0,18402-项目管理,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30942&keywords=&tid=0&lid=0,WXG08-113 微信搜索后台开发高级工程师（北京）,2,技术类,2017-08-26,北京
http://hr.tencent.com/position_detail.php?id=30656&keywords=&tid=0&lid=0,18402-移动游戏数据分析师,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30044&keywords=&tid=0&lid=0,21557-音视频实验室高级产品经理（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30047&keywords=&tid=0&lid=0,TEG03-高级数据挖掘算法工程师（深圳）,1,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=30051&keywords=&tid=0&lid=0,SNG11-系统技术工程师（深圳）,2,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=29293&keywords=&tid=0&lid=0,16810-腾讯动漫内容运营,1,内容编辑类,2017-08-26,北京
http://hr.tencent.com/position_detail.php?id=29397&keywords=&tid=0&lid=0,SNG-HRBP（深圳）,1,职能类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=29916&keywords=&tid=0&lid=0,WXG08-113 微信商业支持后台开发工程师(广州),2,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=28918&keywords=&tid=0&lid=0,15573-资深手游运营策划（上海）,1,产品/项目类,2017-08-26,上海
http://hr.tencent.com/position_detail.php?id=28278&keywords=&tid=0&lid=0,WXG08-121 微信用户与商业数据分析工程师（广州）,2,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=28903&keywords=&tid=0&lid=0,TEG03-高级后台开发工程师(深圳）,2,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=28916&keywords=&tid=0&lid=0,MIG03-AI评价优化高级工程师（深圳/北京）,1,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=27155&keywords=&tid=0&lid=0,SNG06-企鹅电竞iOS开发工程师（深圳）,2,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=26924&keywords=&tid=0&lid=0,19332-企点call center后台开发leader（上海）,1,技术类,2017-08-26,上海
http://hr.tencent.com/position_detail.php?id=26926&keywords=&tid=0&lid=0,19332-企点服务后台开发leader（上海）,1,技术类,2017-08-26,上海
http://hr.tencent.com/position_detail.php?id=26620&keywords=&tid=0&lid=0,21227-MMO回合制本地化策划/数值策划（深圳）,1,产品/项目类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=24585&keywords=&tid=0&lid=0,WXG08-121 微信搜索算法高级工程师（广州）,2,技术类,2017-08-26,广州
http://hr.tencent.com/position_detail.php?id=24862&keywords=&tid=0&lid=0,WXG08-122 微信搜索数据挖掘工程师（深圳）,2,技术类,2017-08-26,深圳
http://hr.tencent.com/position_detail.php?id=26922&keywords=&tid=0&lid=0,19332-企业产品WebIM策划组长（上海）,1,产品/项目类,2017-08-26,上海
http://hr.tencent.com/position_detail.php?id=32339&keywords=&tid=0&lid=0,WXG02-113 微信后台开发工程师（广州）,2,技术类,2017-08-25,广州
http://hr.tencent.com/position_detail.php?id=32340&keywords=&tid=0&lid=0,SA-腾讯社交广告市场研究经理（北京）,1,市场类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=32341&keywords=&tid=0&lid=0,SA-腾讯社交广告市场研究经理（深圳）,1,市场类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32328&keywords=&tid=0&lid=0,21062-资深Unreal游戏逻辑工程师（上海）,1,技术类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32330&keywords=&tid=0&lid=0,21062-资深AAA游戏关卡策划（上海）,1,产品/项目类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32331&keywords=&tid=0&lid=0,21062-资深AAA游戏关卡设计师（上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32332&keywords=&tid=0&lid=0,21062-资深UnrealEngine技术美术（上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32335&keywords=&tid=0&lid=0,GY0-Program Director（Hong Kong）,3,市场类,2017-08-25,香港
http://hr.tencent.com/position_detail.php?id=32322&keywords=&tid=0&lid=0,S2-支付基础平台及金融应用线财务管理 (深圳),1,职能类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32323&keywords=&tid=0&lid=0,18432-反洗钱事务副总监（北京）,1,职能类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=32324&keywords=&tid=0&lid=0,15612-手游动作策划（北京）,1,产品/项目类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=32325&keywords=&tid=0&lid=0,OMG093-企业文化运营经理（北京）,1,市场类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=32326&keywords=&tid=0&lid=0,18302-UE4大世界ARPG手游资深3D场景设计师（深圳）,1,设计类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32327&keywords=&tid=0&lid=0,21062-资深AAA游戏美术指导（上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32329&keywords=&tid=0&lid=0,21062-资深AAA游戏创意策划（上海）,1,产品/项目类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=32257&keywords=&tid=0&lid=0,ZSC-涉外商标律师（美国）,1,职能类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32315&keywords=&tid=0&lid=0,MIG09-浏览器内核开发高级工程师-JS引擎方向,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32318&keywords=&tid=0&lid=0,MIG09-知识图谱高级算法研究员,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=32167&keywords=&tid=0&lid=0,WXG02-113 微信后台开发工程师（广州）,1,技术类,2017-08-25,广州
http://hr.tencent.com/position_detail.php?id=32196&keywords=&tid=0&lid=0,18402-移动游戏本地化商业化活动策划,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31856&keywords=&tid=0&lid=0,22989-大数据方向高级专项技术支持工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31857&keywords=&tid=0&lid=0,22989-腾讯云电销经理（深圳）,1,市场类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31858&keywords=&tid=0&lid=0,22989-腾讯云VIP客户经理（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31212&keywords=&tid=0&lid=0,22989-云数据库方向高级专项技术支持工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31214&keywords=&tid=0&lid=0,ZNB-秘书（深圳）,1,职能类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31225&keywords=&tid=0&lid=0,23671-策略产品经理/产品运营（北京）,2,产品/项目类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=31228&keywords=&tid=0&lid=0,18402-移动游戏数据分析和挖掘,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31208&keywords=&tid=0&lid=0,22989-腾讯云CDN方向高级专项技术支持工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31209&keywords=&tid=0&lid=0,22989-云服务器方向高级专项技术支持工程师（北京）,1,技术类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=31210&keywords=&tid=0&lid=0,22989-云视频方向高级专项技术支持工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31213&keywords=&tid=0&lid=0,22989-云安全类高级专项技术支持工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=31171&keywords=&tid=0&lid=0,22989-腾讯云售后工单技术支持（北京）,1,技术类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=31202&keywords=&tid=0&lid=0,17757-高级数据挖掘工程师（北京）,2,技术类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=30636&keywords=&tid=0&lid=0,21227-MMO游戏高级商业化策划（深圳）,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30642&keywords=&tid=0&lid=0,MIG03-浏览器话题圈视觉设计师,1,设计类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30643&keywords=&tid=0&lid=0,18402-移动游戏版本管理,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30644&keywords=&tid=0&lid=0,18402-移动游戏平台运营,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30646&keywords=&tid=0&lid=0,23295-腾讯游戏品牌经理（深圳）,1,市场类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30567&keywords=&tid=0&lid=0,MIG07-售前工程师,1,市场类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30624&keywords=&tid=0&lid=0,15614-UI视觉设计师(上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=30626&keywords=&tid=0&lid=0,15614-PC游戏客户端开发工程师(上海）,1,技术类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=30628&keywords=&tid=0&lid=0,MIG07-交互设计（深圳）,1,设计类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30489&keywords=&tid=0&lid=0,15851-游戏音频师（深圳）,2,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30164&keywords=&tid=0&lid=0,22989-腾讯云产品开发（深圳）,2,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30206&keywords=&tid=0&lid=0,22989-Callcenter主管（北京）,1,技术类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=30026&keywords=&tid=0&lid=0,22989-腾讯云售后工单技术支持（深圳）,2,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=30027&keywords=&tid=0&lid=0,22989-腾讯云大客户售后技术支持高级顾问（深圳）,3,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=29548&keywords=&tid=0&lid=0,23295-互娱王者荣耀内容经理,1,市场类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=28894&keywords=&tid=0&lid=0,21090-射击类游戏社区经理（深圳）,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=28895&keywords=&tid=0&lid=0,18402-移动游戏渠道运营经理（二级渠道）,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=28829&keywords=&tid=0&lid=0,22086-国际足球编辑(北京）,2,内容编辑类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=28870&keywords=&tid=0&lid=0,22088-腾讯体育BD及赛事专员(北京）,3,内容编辑类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=28874&keywords=&tid=0&lid=0,22087-体育直播导演（北京）,2,内容编辑类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=28877&keywords=&tid=0&lid=0,MIG07-医疗类高级算法工程师,2,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=28047&keywords=&tid=0&lid=0,SA-腾讯社交广告微信方向算法工程师（深圳）,3,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=28831&keywords=&tid=0&lid=0,22086-国内足球编辑(北京）,4,内容编辑类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=27383&keywords=&tid=0&lid=0,OMG236-腾讯视频自然语言处理高级工程师（北京）,2,技术类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=27387&keywords=&tid=0&lid=0,SNG03-互动视频ios开发工程师（深圳）,2,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=25957&keywords=&tid=0&lid=0,17759-腾讯视频VIP运营商渠道BD经理（北京）,1,市场类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=27247&keywords=&tid=0&lid=0,SNG03-互动视频JAVA后台开发工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=26873&keywords=&tid=0&lid=0,21090-射击类游戏运营策划（深圳）,1,产品/项目类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=25654&keywords=&tid=0&lid=0,SA-腾讯社交广告产品拓展运营（品牌行业）,3,产品/项目类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=25464&keywords=&tid=0&lid=0,OMG193-网媒销售行业策划经理（上海）,1,市场类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=25506&keywords=&tid=0&lid=0,15618-场景原画设计师（上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=25513&keywords=&tid=0&lid=0,15614-2d人物设计（上海）,1,设计类,2017-08-25,上海
http://hr.tencent.com/position_detail.php?id=24597&keywords=&tid=0&lid=0,18436-大数据开发高级工程师（深圳）,1,技术类,2017-08-25,深圳
http://hr.tencent.com/position_detail.php?id=25123&keywords=&tid=0&lid=0,SA-腾讯社交广告产品渠道运营经理（品牌渠道）,2,产品/项目类,2017-08-25,北京
http://hr.tencent.com/position_detail.php?id=32319&keywords=&tid=0&lid=0,21089-英雄联盟内外合作与市场推广(深圳),1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32320&keywords=&tid=0&lid=0,21089-英雄联盟社群运营经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32313&keywords=&tid=0&lid=0,23671-商业产品运营经理（北京）,2,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=32314&keywords=&tid=0&lid=0,18796-wegame video产品运营经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32316&keywords=&tid=0&lid=0,18796-产品运营经理(深圳),1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32317&keywords=&tid=0&lid=0,21089-英雄联盟高级游戏运营经理(深圳),1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32304&keywords=&tid=0&lid=0,21062-创新类游戏运营策划经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32306&keywords=&tid=0&lid=0,22989-腾讯云高级工程师,3,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32307&keywords=&tid=0&lid=0,SNG11-数据分析师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32309&keywords=&tid=0&lid=0,SNG04-QQ看点产品运营leader（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32310&keywords=&tid=0&lid=0,SNG11-云安全产品经理（深圳）,2,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32312&keywords=&tid=0&lid=0,MIG06-硬件项目经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32298&keywords=&tid=0&lid=0,TEG13-后台开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32300&keywords=&tid=0&lid=0,19116-互联网+医疗商务拓展经理（深圳）,5,市场类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32301&keywords=&tid=0&lid=0,MIG15-叮当商务拓展总监,1,市场类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32303&keywords=&tid=0&lid=0,MIG15-Linux终端开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32305&keywords=&tid=0&lid=0,MIG15-web前端开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32290&keywords=&tid=0&lid=0,MIG06-前端开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32292&keywords=&tid=0&lid=0,S2-财付通资金结算岗(深圳),1,职能类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32293&keywords=&tid=0&lid=0,22989-腾讯云高级后台开发(互联网业务)（北京）,1,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=32294&keywords=&tid=0&lid=0,18924-部门秘书（深圳）,1,职能类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32295&keywords=&tid=0&lid=0,SNG11-腾讯云业务安全架构师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32296&keywords=&tid=0&lid=0,SNG11-腾讯云安全高级产品经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32297&keywords=&tid=0&lid=0,OMG192-腾讯广告华东媒介专员（上海）,1,市场类,2017-08-24,上海
http://hr.tencent.com/position_detail.php?id=32284&keywords=&tid=0&lid=0,19511-腾讯游戏战略分析经理（深圳）,1,市场类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32286&keywords=&tid=0&lid=0,SA-腾讯社交广告商业运营管理高级经理（北京）,1,市场类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=32287&keywords=&tid=0&lid=0,SA-腾讯社交广告SMB渠道运营经理（深圳）,2,市场类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32288&keywords=&tid=0&lid=0,MIG18-双百计划投资公司运营经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32289&keywords=&tid=0&lid=0,SNG04-QQ看点短视频高级产品经理,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32291&keywords=&tid=0&lid=0,TEG12-高级运营系统开发工程师（深圳）,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32279&keywords=&tid=0&lid=0,GY0-数据分析工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32273&keywords=&tid=0&lid=0,SA-腾讯社交广告SMB渠道管理项目经理（北京）,1,市场类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=32274&keywords=&tid=0&lid=0,SNG17-QQ支付web前端开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32275&keywords=&tid=0&lid=0,22989-腾讯云资源成本数据运营（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31797&keywords=&tid=0&lid=0,23671-平台产品经理（北京）,1,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=32104&keywords=&tid=0&lid=0,MIG03-外包业务项目经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=32119&keywords=&tid=0&lid=0,23671-短视频运营产品经理(北京）,1,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=31701&keywords=&tid=0&lid=0,23671-平台产品运营（北京）,2,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=31529&keywords=&tid=0&lid=0,23671-高级后台开发工程师(深圳）,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31531&keywords=&tid=0&lid=0,23671-高级前端开发工程师(深圳）,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31594&keywords=&tid=0&lid=0,21527-腾讯音乐PHP应用开发工程师（深圳）,4,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31495&keywords=&tid=0&lid=0,23671-MCN产品经理/产品策划(北京）,2,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=31530&keywords=&tid=0&lid=0,23671-高级数据分析师(深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31383&keywords=&tid=0&lid=0,MIG09-浏览器大数据后台开发工程师,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=31147&keywords=&tid=0&lid=0,S2-财务主管（外派投资公司）,1,职能类,2017-08-24,广州
http://hr.tencent.com/position_detail.php?id=31076&keywords=&tid=0&lid=0,23671-高级后台开发工程师（北京）,4,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=31077&keywords=&tid=0&lid=0,23671-高级数据分析开发工程师(北京）,3,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=31078&keywords=&tid=0&lid=0,23671-高级前端开发工程师(北京）,3,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=30828&keywords=&tid=0&lid=0,MIG09-浏览器社区后台高级工程师,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30868&keywords=&tid=0&lid=0,HY2-高级数据分析工程师（深圳）,3,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30824&keywords=&tid=0&lid=0,22989-腾讯云大客户售后技术支持专家顾问（北京）,3,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=30827&keywords=&tid=0&lid=0,MIG09-浏览器社区后台工程师,3,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30621&keywords=&tid=0&lid=0,19116-互联网+后台开发高级工程师（深圳）,4,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30622&keywords=&tid=0&lid=0,19116-互联网+nodejs前端开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30511&keywords=&tid=0&lid=0,23674-新闻后台开发高级工程师（北京）,2,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=30087&keywords=&tid=0&lid=0,MIG09-资讯大数据应用开发工程师,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30158&keywords=&tid=0&lid=0,MIG15-腾讯叮当后台开发高级工程师,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=30159&keywords=&tid=0&lid=0,MIG15-智能服务平台产品经理,2,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29711&keywords=&tid=0&lid=0,OMG236-腾讯视频编码研发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29526&keywords=&tid=0&lid=0,MIG03-AI评价优化高级工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29529&keywords=&tid=0&lid=0,MIG03-腾讯测试开发工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29509&keywords=&tid=0&lid=0,18402-综合运营负责人（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29510&keywords=&tid=0&lid=0,TEG09-高级系统测试工程师（深圳）,2,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29527&keywords=&tid=0&lid=0,MIG03-搜索评价优化工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29212&keywords=&tid=0&lid=0,23674-新闻推荐算法高级工程师（北京）,2,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=29505&keywords=&tid=0&lid=0,MIG09-大数据高级研发工程师（用户画像）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=29507&keywords=&tid=0&lid=0,23518-渠道分析经理（投资渠道）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=28856&keywords=&tid=0&lid=0,TEG03-高级算法研发工程师（深圳）,2,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28862&keywords=&tid=0&lid=0,17759-腾讯视频VIP会员成长体系运营经理（北京）,1,产品/项目类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28684&keywords=&tid=0&lid=0,21882-医学编辑,1,内容编辑类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28832&keywords=&tid=0&lid=0,22086-综合采编内容编辑（北京）,1,内容编辑类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28834&keywords=&tid=0&lid=0,22086-冬奥项目内容编辑（北京）,1,内容编辑类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28858&keywords=&tid=0&lid=0,TEG03-高级算法研发工程师（深圳）,3,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=28285&keywords=&tid=0&lid=0,MIG15-自然语言处理高级算法研究员,1,技术类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=28826&keywords=&tid=0&lid=0,MIG12-高级网络安全工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=28317&keywords=&tid=0&lid=0,TEG11-高级产品经理（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=27368&keywords=&tid=0&lid=0,TEG02-硬件研发质量管理工程师（深圳）,1,技术类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=26850&keywords=&tid=0&lid=0,19881-海外赛事运营策划（深圳）,1,产品/项目类,2017-08-24,深圳
http://hr.tencent.com/position_detail.php?id=27381&keywords=&tid=0&lid=0,20764-政府及公共事务高级经理,1,职能类,2017-08-24,北京
http://hr.tencent.com/position_detail.php?id=26875&keywords=&tid=0&lid=0,HY2-产品总监（上海）,1,产品/项目类,2017-08-24,上海
http://hr.tencent.com/position_detail.php?id=26876&keywords=&tid=0&lid=0,HY6-影视发行大区经理（北京）,5,市场类,2017-08-24,北京
